name,decimalLongitude,decimalLatitude
spp_ex,-76.643611,3.018889
spp_ex,-76.643611,3.018889
spp_ex,-76.643611,3.018889
spp_ex,-76.643611,3.018889
spp_ex,-76.643611,3.018889
spp_ex,-74.6774,4.23919
spp_ex,-74.6774,4.23919
spp_ex,-74.6774,4.23919
spp_ex,-74.6774,4.23919
spp_ex,-74.6774,4.23919
spp_ex,-74.6774,4.23919
spp_ex,-58.13702,5.64652
spp_ex,-58.13702,5.64652
spp_ex,-58.25,5.48967
spp_ex,-58.25,5.48967
spp_ex,-58.25,5.48967
spp_ex,-75.514444,10.399722
spp_ex,-75.514444,10.399722
spp_ex,-75.514444,10.399722
spp_ex,-75.514444,10.399722
spp_ex,-74.645556,4.207222
spp_ex,-74.645556,4.207222
spp_ex,-74.645556,4.207222
spp_ex,-74.645556,4.207222
spp_ex,-74.645556,4.207222
spp_ex,-74.645556,4.207222
spp_ex,-74.645556,4.207222
spp_ex,-74.645556,4.207222
spp_ex,-74.645556,4.207222
spp_ex,-74.645556,4.207222
spp_ex,-74.645556,4.207222
spp_ex,-74.645556,4.207222
spp_ex,-74.645556,4.207222
spp_ex,-74.645556,4.207222
spp_ex,-74.645556,4.207222
spp_ex,-74.645556,4.207222
spp_ex,-74.645556,4.207222
spp_ex,-74.645556,4.207222
spp_ex,-74.645556,4.207222
spp_ex,-74.645556,4.207222
spp_ex,-74.645556,4.207222
spp_ex,-76.633333,1.05
spp_ex,-74.43414,5.01472
spp_ex,-59.533333,2.866667
spp_ex,-59.533333,2.866667
spp_ex,-90.066667,18.25
spp_ex,-90.066667,18.25
spp_ex,-90.066667,18.25
spp_ex,-90.066667,18.25
spp_ex,-76.64778,1.14889
spp_ex,-76.647778,1.148889
spp_ex,-59.13333,2.81666
spp_ex,-59.13333,2.81666
spp_ex,-59.13333,2.81666
spp_ex,-59.13333,2.81666
spp_ex,-59.416667,2.833333
spp_ex,-59.416667,2.833333
spp_ex,-59.416667,2.833333
spp_ex,-59.416667,2.833333
spp_ex,-59.416667,2.833333
spp_ex,-59.416667,2.833333
spp_ex,-59.416667,2.833333
spp_ex,-59.416667,2.833333
spp_ex,-59.416667,2.833333
spp_ex,-59.416667,2.833333
spp_ex,-59.416667,2.833333
spp_ex,-59.416667,2.833333
spp_ex,-59.416667,2.833333
spp_ex,-59.416667,2.833333
spp_ex,-59.416667,2.833333
spp_ex,-59.416667,2.833333
spp_ex,-59.416667,2.833333
spp_ex,-59.416667,2.833333
spp_ex,-59.416667,2.833333
spp_ex,-59.416667,2.833333
spp_ex,-59.416667,2.833333
spp_ex,-59.416667,2.833333
spp_ex,-59.416667,2.833333
spp_ex,-59.416667,2.833333
spp_ex,-59.416667,2.833333
spp_ex,-59.416667,2.833333
spp_ex,-59.416667,2.833333
spp_ex,-59.416667,2.833333
spp_ex,-59.416667,2.833333
spp_ex,-59.416667,2.833333
spp_ex,-59.416667,2.833333
spp_ex,-59.416667,2.833333
spp_ex,-59.416667,2.833333
spp_ex,-59.416667,2.833333
spp_ex,-92.116667,18.133333
spp_ex,-92.116667,18.133333
spp_ex,-92.116667,18.133333
spp_ex,-92.116667,18.133333
spp_ex,-92.116667,18.133333
spp_ex,-92.116667,18.133333
spp_ex,-92.116667,18.133333
spp_ex,-92.116667,18.133333
spp_ex,-92.116667,18.133333
spp_ex,-58.25,5.5115
spp_ex,-58.25,5.5115
spp_ex,-59.51666,2.87699
spp_ex,-59.51666,2.87699
spp_ex,-59.51666,2.87699
spp_ex,-59.51666,2.87699
spp_ex,-59.51666,2.87699
spp_ex,-59.51666,2.87699
spp_ex,-59.51666,2.87699
spp_ex,-59.51666,2.87699
spp_ex,-59.51666,2.87699
spp_ex,-59.51666,2.87699
spp_ex,-59.51666,2.87699
spp_ex,-59.51666,2.87699
spp_ex,-59.51666,2.87699
spp_ex,-59.51666,2.87699
spp_ex,-59.51666,2.87699
spp_ex,-59.51666,2.87699
spp_ex,-59.51666,2.87699
spp_ex,-73.566667,4.25
spp_ex,-73.566667,4.25
spp_ex,-73.566667,4.25
spp_ex,-73.566667,4.25
spp_ex,-73.566667,4.25
spp_ex,-59.25,2.51666
spp_ex,-59.25,2.51666
spp_ex,-59.25,2.51666
spp_ex,-59.25,2.51666
spp_ex,-59.25,2.51666
spp_ex,-59.25,2.51666
spp_ex,-59.25,2.51666
spp_ex,-59.25,2.51666
spp_ex,-73.635,4.153333
spp_ex,-73.635,4.153333
spp_ex,-73.635,4.153333
spp_ex,-73.635,4.153333
spp_ex,-59.466667,2.566667
spp_ex,-59.466667,2.566667
spp_ex,-59.466667,2.566667
spp_ex,-59.466667,2.566667
spp_ex,-59.466667,2.566667
spp_ex,-59.466667,2.566667
spp_ex,-59.466667,2.566667
